protein_id	human-baboon	human-cow	human-dog	human-mouse	human-opossum	baboon-cow	baboon-dog	baboon-mouse	baboon-opossum	cow-dog	cow-mouse	cow-opossum	dog-mouse	dog-opossum	mouse-opossum
A6NG13	0.051516	0.366116	0.317316	0.486569	1.072878	0.368140	0.313072	0.484678	1.072642	0.266615	0.523067	1.264119	0.503959	1.074056	1.128842
A6NGA9	0.053524	0.839706	0.831498	0.583917	1.073058	0.808002	0.822966	0.574372	1.041267	1.591392	1.140159	1.488933	1.081633	1.244956	1.063395
A6NGB9	0.026318	0.196284	0.150718	0.203510	0.420747	0.209200	0.155229	0.210844	0.433381	0.204088	0.284452	0.580556	0.225408	0.410345	0.458972
A6NGC4	0.060057	0.267290	0.274158	0.349827	0.738391	0.260245	0.274121	0.367398	0.718270	0.235431	0.388551	0.682844	0.375448	0.740176	0.824534
A6NGE7	0.073169	0.248652	0.149919	0.252032	0.517896	0.228364	0.143031	0.240065	0.478883	0.227830	0.292816	0.581365	0.210604	0.485382	0.540440
A6NGG8	0.071087	0.412908	0.410099	0.523259	0.882328	0.406162	0.409462	0.512220	0.876497	0.396268	0.588489	0.876131	0.599860	0.915802	1.001866
A6NGH8	0.050805	0.353084	0.225764	0.326080	0.355662	0.342688	0.217301	0.307074	0.343086	0.271895	0.313484	0.390033	0.273655	0.311886	0.368648
A6NGN9	0.005915	0.023778	0.020900	0.020784	0.206077	0.023778	0.020900	0.020784	0.202393	0.014878	0.020762	0.201650	0.017877	0.207818	0.209527
A6NGR9	0.048827	0.192678	0.220831	0.228810	0.522650	0.200800	0.229086	0.225054	0.541069	0.248338	0.254003	0.514227	0.274202	0.537678	0.556508
A6NGY5	0.104982	0.209894	0.202921	0.208091	0.340330	0.233353	0.240902	0.246658	0.369979	0.173830	0.212365	0.318217	0.199287	0.295926	0.338330
A6NH21	0.028904	0.169898	0.177097	0.205868	0.394073	0.174832	0.173779	0.206710	0.397475	0.159940	0.236967	0.386682	0.216685	0.404091	0.442889
A6NH52	0.039461	0.096521	0.081075	0.130425	0.200438	0.107074	0.086158	0.141571	0.201793	0.095329	0.157674	0.210888	0.119765	0.198548	0.241320
A6NHC0	0.040271	0.190760	0.264718	0.194305	0.320652	0.179437	0.250270	0.183634	0.319282	0.245532	0.221493	0.333557	0.294363	0.409111	0.337061
A6NHN0	0.071112	0.246351	0.229603	0.357262	0.376517	0.251022	0.230410	0.378135	0.387260	0.230267	0.376910	0.415107	0.393350	0.447155	0.503748
A6NHQ4	0.054584	0.229396	0.210154	0.297070	0.688396	0.248598	0.233187	0.308197	0.710819	0.124723	0.270513	0.682032	0.254835	0.632679	0.739501
A6NHR9	0.016557	0.072747	0.066270	0.143435	0.310486	0.078720	0.070133	0.147844	0.313301	0.059912	0.145205	0.305003	0.144726	0.320260	0.359647
A6NHS7	0.067591	0.196217	0.169885	0.451373	0.464573	0.198948	0.169536	0.454648	0.454306	0.180968	0.468343	0.502074	0.487035	0.483854	0.690375
A6NHT5	0.022553	0.016872	0.014084	0.039896	0.108229	0.028289	0.019791	0.049090	0.111913	0.014097	0.039932	0.104702	0.039908	0.107854	0.105887
A6NHX0	0.000010	0.017886	0.014865	0.027047	0.064230	0.017886	0.014865	0.027047	0.064230	0.023861	0.036181	0.057627	0.023974	0.060952	0.067163
A6NI28	0.005632	0.021619	0.029591	0.038094	0.046836	0.025080	0.030765	0.040659	0.049202	0.035489	0.051791	0.050686	0.054387	0.052842	0.061505
A6NI56	0.172070	0.459526	0.389805	0.431372	0.762213	0.557022	0.502168	0.570200	0.876796	0.385229	0.507810	0.789418	0.417892	0.701575	0.674730
A6NI61	0.014334	0.095033	0.048224	0.125520	0.102594	0.100214	0.058050	0.126773	0.113913	0.089132	0.203665	0.156649	0.141968	0.102589	0.148217
A6NI79	0.030573	0.185319	0.174329	0.668391	0.454976	0.178111	0.174035	0.664683	0.465457	0.169083	0.720044	0.463660	0.658615	0.403995	0.777095
A6NI87	0.104085	0.553147	0.386548	0.572552	0.953232	0.498565	0.347071	0.521138	0.861347	0.272968	0.493056	0.802789	0.324596	0.558648	0.843047
A6NIH7	0.000010	0.057340	0.040662	0.101215	0.405735	0.057340	0.040662	0.101215	0.405735	0.049252	0.132490	0.409048	0.110265	0.402164	0.470542
A6NIM6	0.056673	0.310332	0.209765	0.482241	0.426921	0.304222	0.199055	0.477236	0.425474	0.278090	0.570372	0.580711	0.505617	0.406900	0.635431
A6NIN4	0.256864	0.275522	0.261638	0.256823	0.498280	0.636685	0.662207	0.600257	0.973007	0.272006	0.295389	0.508026	0.308975	0.476035	0.505091
A6NIX2	0.022385	0.063026	0.093394	0.104515	0.368250	0.058039	0.085555	0.095836	0.365860	0.092743	0.109230	0.355813	0.113012	0.359067	0.359498
A6NJ46	0.011461	0.092664	0.072217	0.047195	0.080121	0.096572	0.080070	0.043052	0.080004	0.102876	0.097446	0.120305	0.092707	0.098074	0.068344
A6NJ78	0.034738	0.149467	0.149372	0.245613	0.321022	0.155008	0.160618	0.264064	0.340258	0.130725	0.244887	0.321161	0.266940	0.302030	0.370036
A6NJB7	0.038421	0.278277	0.255232	0.373526	0.853187	0.281972	0.266750	0.372392	0.886615	0.198369	0.391634	0.782369	0.352560	0.797345	0.925177
A6NJG2	0.029267	0.282611	0.336549	0.530726	0.616179	0.259557	0.322278	0.519323	0.604559	0.280918	0.557058	0.651118	0.599229	0.619770	0.832654
A6NJI1	0.123265	0.291870	0.392346	0.324762	0.685642	0.328921	0.468152	0.352777	0.813143	0.300653	0.433222	0.737930	0.510391	0.855193	0.855042
A6NJI9	0.046290	0.159380	0.189408	0.309926	0.885141	0.171249	0.201432	0.313114	0.880860	0.208627	0.370030	0.916029	0.384902	0.992933	0.938216
A6NJV1	0.042071	0.260934	0.254819	0.402798	0.472991	0.254526	0.260971	0.386591	0.458574	0.227796	0.400037	0.516260	0.434662	0.538704	0.654286
A6NJW4	0.080774	0.165322	0.134329	0.182729	0.344570	0.186366	0.147248	0.205786	0.359902	0.108370	0.199521	0.302601	0.174926	0.305323	0.352236
A6NK06	0.067602	0.200360	0.173266	0.204087	0.314221	0.197625	0.179789	0.208034	0.327770	0.179616	0.246020	0.311354	0.202157	0.323043	0.349159
A6NK44	0.019110	0.241960	0.125338	0.213140	0.911240	0.267393	0.140427	0.231916	0.890890	0.284862	0.404151	1.231428	0.226853	0.927961	0.791889
A6NK58	0.022971	0.164489	0.134384	0.179660	0.262399	0.157094	0.132657	0.172572	0.266137	0.149759	0.177343	0.273487	0.170760	0.252679	0.289635
A6NK59	0.024201	0.139816	0.114052	0.194697	0.212995	0.139546	0.113362	0.198845	0.213214	0.111976	0.201853	0.183882	0.195153	0.203599	0.223048
A6NK89	0.028008	0.104486	0.118566	0.144736	0.276747	0.084306	0.102606	0.132649	0.310609	0.100221	0.155935	0.246025	0.147706	0.236821	0.292594
A6NKB5	0.027655	0.170245	0.139169	0.210196	0.229930	0.168450	0.134194	0.205584	0.227586	0.135211	0.240680	0.251173	0.202997	0.226083	0.315688
A6NKF2	0.111314	0.154648	0.137014	0.167789	0.423955	0.214937	0.183259	0.209827	0.474115	0.132713	0.203639	0.434623	0.176480	0.412716	0.450953
A6NKL6	0.040021	0.260550	0.261573	0.245745	0.305108	0.261130	0.264866	0.245404	0.305082	0.320745	0.337748	0.418139	0.354541	0.437265	0.389184
A6NKP2	0.057222	0.145811	0.115363	0.173448	0.512013	0.147066	0.124476	0.186550	0.527679	0.122872	0.206627	0.728193	0.169488	0.511042	0.520694
A6NKW6	0.019299	0.100930	0.214819	0.166133	0.229572	0.110115	0.226133	0.170309	0.242310	0.199004	0.157289	0.183948	0.258367	0.300720	0.275928
A6NLC5	0.007876	0.031842	0.039835	0.052855	0.092020	0.023862	0.031842	0.044686	0.088219	0.023739	0.040436	0.083052	0.040394	0.087317	0.101957
A6NLP5	0.016216	0.092208	0.121452	0.116050	0.315307	0.105747	0.135529	0.130103	0.333819	0.132471	0.167053	0.337814	0.156943	0.331977	0.314199
A6NLU5	0.031165	0.154712	0.248774	0.105756	0.660916	0.142116	0.235780	0.102215	0.642004	0.306205	0.192786	0.738445	0.308079	1.014237	0.685123
A6NM10	0.095979	0.375473	0.457910	0.308850	0.529551	0.373282	0.414429	0.298422	0.511426	0.496916	0.385685	0.643883	0.448839	0.716503	0.498762
A6NM36	0.030923	0.216783	0.188859	0.123788	0.314172	0.233004	0.206227	0.135988	0.318573	0.194811	0.224810	0.378708	0.159461	0.332854	0.306745
A6NMK8	0.047851	0.235916	0.160745	0.246233	0.358333	0.253968	0.176252	0.265937	0.359367	0.218385	0.334249	0.446779	0.289434	0.357837	0.462321
A6NML5	0.063742	0.311652	0.241953	0.267381	0.482645	0.351271	0.282622	0.306613	0.552677	0.208123	0.314104	0.524199	0.339018	0.504078	0.497445
A6NMT0	0.030092	0.080334	0.130373	0.105466	0.172202	0.076781	0.128691	0.115037	0.167439	0.118593	0.111755	0.185412	0.142500	0.230448	0.215116
A6NMZ2	0.294967	0.233442	0.186056	0.323125	0.409800	0.389118	0.377803	0.465919	0.561757	0.186647	0.326419	0.403295	0.280344	0.420138	0.520879
A6NMZ7	0.047337	0.195884	0.133709	0.185399	0.339642	0.204637	0.146322	0.196985	0.336514	0.177857	0.246104	0.358806	0.192999	0.333708	0.352821
A6NN90	0.094080	0.356419	0.461300	0.641646	0.900209	0.386446	0.448659	0.641482	0.933380	0.413234	0.681137	0.847309	0.746823	1.045196	1.055165
A6NN92	0.107448	0.155242	0.149302	0.207099	0.269469	0.131122	0.142158	0.176047	0.261769	0.057334	0.108540	0.198458	0.097240	0.190092	0.239356
A6NNA2	0.156419	0.089658	0.103465	0.132099	0.353924	0.334386	0.208646	0.243078	0.545828	0.065461	0.114444	0.262926	0.101217	0.291822	0.313215
A6NNA5	0.015293	0.046884	0.058830	0.042499	0.097947	0.038938	0.050812	0.034654	0.085649	0.051173	0.046768	0.085332	0.054701	0.097116	0.072405
A6NNB3	0.023777	0.116128	0.123572	0.231354	0.349444	0.124970	0.123645	0.231352	0.348054	0.105919	0.248921	0.313743	0.216565	0.325286	0.472549
A6NND4	0.047562	0.199685	0.115444	0.192481	0.277104	0.222709	0.137196	0.219050	0.289624	0.204830	0.145235	0.274634	0.183049	0.297428	0.263271
A6NNE9	0.036810	0.076584	0.130337	0.145782	0.235870	0.082720	0.141182	0.151665	0.251895	0.131805	0.142948	0.235170	0.191668	0.206191	0.286074
A6NNL5	0.006655	0.054350	0.068678	0.082427	0.179936	0.061542	0.076043	0.089884	0.188758	0.047637	0.055372	0.166421	0.075523	0.172366	0.141744
A6NNN8	0.040841	0.198455	0.183013	0.206257	0.485042	0.197657	0.179584	0.220951	0.497467	0.177362	0.268307	0.476682	0.243153	0.472356	0.512989
A6NNS2	0.016282	0.066534	0.046253	0.090517	0.111417	0.077075	0.049668	0.101318	0.115058	0.032961	0.115508	0.147672	0.098557	0.118249	0.148859
A6NNW6	0.033909	0.179104	0.222427	0.317088	0.435763	0.178442	0.231582	0.316626	0.427653	0.171368	0.295471	0.399539	0.358194	0.438118	0.503472
A6NNX1	0.045415	0.259011	0.161289	0.289219	0.442782	0.299666	0.200579	0.273268	0.436159	0.202963	0.287113	0.463101	0.498180	0.342115	0.457142
A6NP61	0.064667	0.371621	0.293192	0.521132	0.532498	0.379356	0.299309	0.530789	0.530305	0.365511	0.587916	0.628840	0.529090	0.560995	0.778007
A6PVC2	0.107372	0.399279	0.310828	0.459466	0.353562	0.415825	0.335423	0.477143	0.356661	0.238014	0.459174	0.325827	0.403783	0.331079	0.304489
A6PVL3	0.040630	0.135704	0.095454	0.176534	0.542615	0.157785	0.104116	0.185355	0.557284	0.080047	0.136090	0.490000	0.130257	0.488957	0.509428
A6PVS8	0.077095	0.294643	0.313462	0.530816	0.846326	0.290724	0.326954	0.523677	0.863996	0.241848	0.399609	0.887847	0.547694	0.845588	0.885533
A6XGL0	0.012465	0.077869	0.243479	0.214951	0.291858	0.077844	0.229411	0.206210	0.292211	0.253055	0.225887	0.324692	0.408982	0.472229	0.417911
A7E2U8	0.064561	0.178778	0.161668	0.285366	0.359324	0.189771	0.169356	0.295294	0.392896	0.132477	0.249034	0.375773	0.259637	0.362415	0.432885
A7E2V4	0.004948	0.019471	0.012714	0.027941	0.096624	0.019954	0.013772	0.027836	0.098493	0.013883	0.027323	0.093385	0.024485	0.092605	0.100403
A7KAX9	0.022692	0.178082	0.115212	0.126142	0.272115	0.170627	0.113575	0.127024	0.267956	0.150518	0.193827	0.340169	0.144656	0.270312	0.292372
A7MBM2	0.016386	0.124371	0.121085	0.286225	0.362121	0.128311	0.126611	0.289396	0.365229	0.089327	0.305241	0.337760	0.304411	0.337707	0.493849
A7MCY6	0.559506	0.047416	0.049769	0.063960	0.265904	0.557199	0.584522	0.602992	0.237914	0.049705	0.079243	0.268463	0.073804	0.273369	0.322560
A7XYQ1	0.008166	0.015291	0.051817	0.048982	0.118768	0.012939	0.046894	0.044171	0.117848	0.045759	0.045409	0.121419	0.062096	0.141967	0.142172
A8CG34	0.059684	0.263395	0.254420	0.320733	0.487702	0.256782	0.243979	0.303649	0.482191	0.233734	0.310618	0.464552	0.316548	0.467477	0.486430
A8K0R7	0.096712	0.512320	0.487155	0.736275	0.923611	0.579177	0.427553	0.708897	0.875892	0.504643	0.816600	0.916245	0.753443	0.871073	1.100112
A8K7I4	0.074636	0.197407	0.189737	0.277670	0.402741	0.202098	0.198906	0.275193	0.397532	0.181147	0.281596	0.425255	0.269398	0.391067	0.455457
A8K830	0.043509	0.282004	0.242773	0.377503	0.367149	0.283425	0.253566	0.388035	0.376775	0.251882	0.477945	0.442301	0.444618	0.372665	0.546899
A8K855	0.054342	0.126681	0.109660	0.188596	0.327940	0.155278	0.129014	0.210760	0.361299	0.116067	0.199401	0.335943	0.186464	0.318711	0.380840
A8K8P3	0.078631	0.440692	0.318809	0.452851	0.891965	0.448452	0.318056	0.447568	0.874101	0.431913	0.573985	0.897858	0.490254	0.913661	0.976055
A8K979	0.057980	0.236800	0.208896	0.297148	0.486852	0.240891	0.218081	0.325413	0.481422	0.235237	0.371805	0.513744	0.356570	0.525565	0.594715
A8MPS7	0.019330	0.188271	0.144609	0.116739	0.481150	0.187712	0.129644	0.116143	0.466957	0.188537	0.173424	0.508255	0.133656	0.481858	0.466125
A8MPX8	0.056785	0.512577	0.343628	0.592277	0.958378	0.537274	0.358232	0.614544	0.988732	0.519913	0.732012	1.022648	0.636343	1.027552	1.146567
A8MQ03	0.075169	0.359419	0.279873	0.284676	0.716773	0.347382	0.285506	0.289089	0.700062	0.339502	0.337757	0.703133	0.301053	0.687080	0.782605
A8MQ27	0.003691	0.045526	0.018678	0.077560	0.359793	0.041675	0.014923	0.075651	0.358073	0.037577	0.094123	0.379376	0.077596	0.353688	0.383646
A8MSI8	0.097245	0.067619	0.026321	0.094806	0.265625	0.112482	0.097032	0.111921	0.230709	0.040162	0.052799	0.212412	0.067033	0.231582	0.210291
A8MT70	0.084457	0.343746	0.288220	0.569535	0.809874	0.337950	0.289044	0.614820	0.819518	0.304065	0.454165	0.859981	0.613317	0.817805	1.179517
A8MTA8	0.055361	0.214479	0.236521	0.299669	0.689281	0.226332	0.263072	0.311882	0.691964	0.176250	0.340260	0.669709	0.359623	0.716283	0.721906
A8MTJ3	0.000010	0.036767	0.030924	0.045595	0.060951	0.036767	0.030924	0.045595	0.060951	0.028245	0.045805	0.064118	0.051502	0.063992	0.061428
A8MTJ6	0.093272	0.150212	0.107418	0.211158	0.410387	0.246696	0.196329	0.301689	0.519344	0.143050	0.229329	0.414555	0.204735	0.380676	0.469743
A8MTL3	0.026681	0.177340	0.152338	0.229264	0.339217	0.177744	0.150905	0.220918	0.343871	0.203207	0.274457	0.409821	0.240965	0.380782	0.428921
A8MTT3	0.039152	0.236751	0.192574	0.251383	0.410617	0.329586	0.223559	0.301561	0.396804	0.132311	0.259404	0.344182	0.211756	0.354155	0.420952
A8MTZ0	0.032254	0.153719	0.121590	0.178401	0.206791	0.138914	0.105265	0.179191	0.221133	0.089443	0.130736	0.205173	0.111581	0.164622	0.143921
A8MTZ7	0.091977	0.558048	0.570604	0.831169	1.454146	0.563387	0.584512	0.812811	1.399488	0.481990	0.853048	1.306616	0.765144	1.332302	1.385427
A8MU46	0.063422	0.435816	0.343703	0.374262	0.706355	0.450582	0.348052	0.359218	0.711715	0.364073	0.504538	0.797505	0.431074	0.755909	0.761833
A8MV23	0.051131	0.387555	0.558255	0.417894	0.436835	0.375572	0.568903	0.405719	0.444569	0.530293	0.474255	0.497822	0.637451	0.708416	0.636712
A8MV24	0.027018	0.210048	0.189569	0.275717	0.253308	0.207689	0.186564	0.281277	0.249341	0.192065	0.229855	0.294815	0.275246	0.254539	0.352224
A8MV65	0.006115	0.147731	0.126777	0.102895	0.164490	0.140067	0.129516	0.105409	0.166852	0.163453	0.133867	0.198624	0.122307	0.203934	0.160401
A8MVS5	0.079791	0.308215	0.299589	0.316354	0.638237	0.346361	0.327042	0.332182	0.617403	0.281797	0.354128	0.657019	0.319453	0.712623	0.623817
A8MVW0	0.011158	0.053215	0.061387	0.061133	0.169634	0.054499	0.060066	0.059817	0.169641	0.046817	0.063843	0.164211	0.069503	0.166349	0.154202
A8MVX0	0.024250	0.062907	0.051562	0.076777	0.209409	0.041317	0.029082	0.089059	0.172279	0.043745	0.104233	0.194108	0.093226	0.183920	0.230011
A8MW92	0.012746	0.029265	0.051218	0.129023	0.104262	0.032563	0.052245	0.129924	0.108498	0.039207	0.090412	0.076386	0.131336	0.113021	0.173187
A8MW99	0.050222	0.315329	0.262432	0.339571	0.539986	0.303903	0.256131	0.335134	0.521622	0.293790	0.399487	0.542141	0.380301	0.499901	0.647666
A8MWY0	0.011880	0.080903	0.044428	0.069191	0.130213	0.074961	0.039268	0.067059	0.129196	0.072581	0.103333	0.171946	0.076773	0.134173	0.152261
A8MXD5	0.017509	0.064444	0.060586	0.079046	0.106326	0.053424	0.053441	0.071808	0.097571	0.060778	0.082940	0.107433	0.082731	0.114548	0.125087
A8MXK1	0.000010	0.138428	0.277825	0.245749	0.365166	0.138428	0.277825	0.245749	0.365166	0.279184	0.254579	0.361318	0.397933	0.580637	0.467445
A8MXV4	0.090333	0.368490	0.419817	0.435023	0.945777	0.352103	0.403181	0.406776	0.924346	0.433303	0.463178	0.898482	0.450350	0.907425	0.997934
A8MY62	0.025497	0.115940	0.096734	0.182976	0.304904	0.117030	0.097028	0.208176	0.335437	0.125452	0.225374	0.315419	0.200332	0.341376	0.443592
A8MYB1	0.130528	0.471689	0.538716	0.536739	0.873666	0.455464	0.479577	0.509219	0.874839	0.316849	0.359565	0.710180	0.408891	0.851322	0.769213
A8MYJ7	0.129384	0.293348	0.294240	0.382177	0.582220	0.346773	0.340333	0.421050	0.628212	0.311730	0.439101	0.617465	0.428717	0.599757	0.629657
A8MYU2	0.086257	0.392256	0.305263	0.459801	0.722504	0.404713	0.318061	0.454301	0.702780	0.348131	0.499762	0.765578	0.418427	0.699336	0.740832
A8MYV0	0.055934	0.347144	0.283419	0.321290	0.652333	0.347241	0.305534	0.319240	0.632652	0.317333	0.307050	0.628844	0.379557	0.717360	0.626586
A8MYZ6	0.008503	0.038736	0.028001	0.041017	0.239191	0.038218	0.028720	0.051787	0.270852	0.044356	0.067962	0.272631	0.056162	0.278028	0.273864
A8MZ26	0.077412	0.428096	0.392576	0.512018	0.606637	0.421007	0.417789	0.533796	0.599283	0.237347	0.555656	0.587641	0.495705	0.571315	0.683906
A8MZG2	0.054567	0.308697	0.276668	0.300764	0.471900	0.269478	0.256436	0.275913	0.468984	0.238255	0.171073	0.454290	0.214438	0.401566	0.413499
A9QM74	0.049137	0.279684	0.202489	0.485619	0.503686	0.283266	0.222990	0.491922	0.531879	0.210949	0.552035	0.562945	0.476735	0.488819	0.728399
A9UHW6	0.362118	0.023127	0.018492	0.070962	0.101742	0.382691	0.367117	0.445812	0.447966	0.037233	0.095415	0.121530	0.090596	0.107044	0.167327
B0FP48	0.078185	0.427100	0.380131	0.546717	0.671233	0.391642	0.365016	0.531866	0.656685	0.263730	0.543073	0.724074	0.544041	0.735548	0.838583
B0I1T2	0.095641	0.083399	0.090402	0.097456	0.215321	0.152963	0.163903	0.174831	0.295018	0.081521	0.101205	0.220961	0.116136	0.224198	0.226719
B1AK53	0.077296	0.135537	0.100709	0.174790	0.225063	0.191446	0.154674	0.216110	0.282912	0.119436	0.182680	0.249673	0.187301	0.206835	0.286028
B1AKI9	0.019675	0.076788	0.044040	0.062098	0.129622	0.071883	0.042010	0.061736	0.127593	0.060440	0.066919	0.153572	0.059249	0.131845	0.146782
B1AL88	0.002231	0.154359	0.107573	0.122387	0.230273	0.156931	0.107835	0.119744	0.229339	0.152866	0.175169	0.403725	0.115623	0.335322	0.309861
B1ANS9	0.038509	0.160768	0.170174	0.220393	0.416648	0.157576	0.175387	0.217682	0.410309	0.143115	0.220966	0.401143	0.235104	0.416981	0.442619
B2RTY4	0.019494	0.160970	0.079770	0.109136	0.247834	0.159561	0.080055	0.112008	0.249125	0.130867	0.193907	0.326056	0.109579	0.236426	0.268093
B2RUY7	0.000010	0.004792	0.014425	0.014647	0.034559	0.004792	0.014425	0.014647	0.034559	0.009595	0.014398	0.034003	0.024079	0.038997	0.038863
B2RUZ4	0.026595	0.378467	0.365500	0.222212	0.432295	0.364422	0.347653	0.191864	0.417426	0.328064	0.349562	0.419450	0.335172	0.465561	0.405324
B2RV13	0.017787	0.098943	0.099190	0.146621	0.131158	0.087796	0.080183	0.126875	0.137647	0.044228	0.142974	0.168974	0.099262	0.166339	0.194590
B3SHH9	0.037633	0.139031	0.136358	0.164028	0.169810	0.117550	0.124942	0.159404	0.175260	0.091927	0.182083	0.174938	0.164535	0.203400	0.196714
B4DJY2	0.008931	0.187138	0.074303	0.144408	0.271595	0.187099	0.083957	0.142541	0.283503	0.144528	0.300469	0.335202	0.198582	0.217978	0.359656
B4DS77	0.009619	0.083460	0.041405	0.066805	0.104815	0.079665	0.039145	0.064611	0.105694	0.057025	0.080158	0.090753	0.059120	0.089725	0.100460
B4E2M5	0.026179	0.200080	0.162711	0.268186	0.405869	0.181431	0.139090	0.265903	0.401281	0.181973	0.321772	0.449891	0.325094	0.414860	0.482471
B6A8C7	0.171625	0.616899	0.528194	0.719871	1.355322	0.602248	0.503403	0.683233	1.235449	0.638369	0.781004	1.356927	0.857788	1.231297	1.380993
B7Z1M9	0.033530	0.163330	0.415660	0.209964	0.450525	0.183687	0.417738	0.214298	0.432121	0.429840	0.254491	0.465112	0.501151	0.933582	0.520656
B9A014	0.046146	0.248097	0.239929	0.363716	0.496849	0.237471	0.239997	0.337316	0.482707	0.239413	0.327806	0.500383	0.339983	0.454473	0.625171
B9EJG8	0.004057	0.020437	0.016323	0.041853	0.075820	0.016338	0.012234	0.046096	0.071558	0.004077	0.058694	0.067077	0.054415	0.062784	0.103693
C9J069	0.032078	0.124148	0.109473	0.143598	0.295998	0.126683	0.110414	0.141584	0.294782	0.103121	0.155673	0.277768	0.147080	0.299920	0.303125
C9J7I0	0.065373	0.122085	0.306557	0.254201	0.935887	0.120770	0.303192	0.230005	0.908084	0.249660	0.233030	0.933253	0.341004	1.099409	1.130410
C9JCN9	0.055127	0.366913	0.227644	0.354798	0.478385	0.345347	0.240197	0.364536	0.509459	0.430012	0.643476	0.825123	0.427910	0.643354	0.715624
C9JE40	0.046712	0.192677	0.163796	0.338445	0.437466	0.196358	0.163816	0.331788	0.434489	0.188956	0.310401	0.350925	0.323196	0.445509	0.546723
C9JI98	0.220577	1.397596	0.091632	0.163706	0.391234	1.424678	0.299354	0.333617	0.537490	1.402010	1.326136	1.503397	0.215966	0.396794	0.453763
C9JJ37	0.021391	0.084889	0.131625	0.109952	0.481374	0.095900	0.135461	0.113652	0.486547	0.099434	0.096740	0.480863	0.116170	0.491273	0.477393
C9JL84	0.081118	0.435873	0.300421	0.559738	0.547555	0.442330	0.298275	0.545002	0.557613	0.393722	0.710683	0.603382	0.547708	0.564391	0.783750
C9JQI7	0.048791	0.316373	0.258436	0.439562	0.831570	0.329908	0.266020	0.435070	0.809458	0.297817	0.527379	0.906943	0.486582	0.835199	0.930915
C9JTQ0	0.016159	0.055396	0.041110	0.081320	0.144051	0.049689	0.035510	0.072372	0.140410	0.035344	0.088202	0.135565	0.072096	0.124549	0.153664
