cellular_component,biological_process,molecular_functions,mean
None,None,['molecular function regulator activity'],0.107059
"['nucleus', 'nucleoplasm', 'chromosome', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription', 'protein catabolic process']",None,0.0848862
"['nuclear chromosome', 'nucleus', 'chromosome', 'organelle']","['DNA recombination', 'chromosome segregation', 'reproductive process', 'cell differentiation', 'anatomical structure development', 'meiotic nuclear division']",None,0.3791744000000001
['plasma membrane'],"['signaling', 'anatomical structure development']",None,0.0905444
"['cilium', 'organelle']","['cell differentiation', 'anatomical structure development', 'nervous system process']",None,0.07851146666666667
['plasma membrane'],"['cell junction organization', 'anatomical structure development', 'protein-containing complex assembly']",None,0.2930294666666667
"['peroxisome', 'cytosol', 'organelle']","['lipid metabolic process', 'sulfur compound metabolic process', 'nucleobase-containing small molecule metabolic process', 'carbohydrate derivative metabolic process']","['catalytic activity', 'hydrolase activity']",0.5664345333333335
None,None,None,0.20901779999999998
None,None,None,0.5524304666666667
None,None,None,0.4296109333333334
['plasma membrane'],"['reproductive process', 'transmembrane transport']",['transporter activity'],0.4878668
"['microtubule organizing center', 'cytoskeleton', 'cilium', 'organelle']",['signaling'],None,0.4161011333333333
"['nucleus', 'chromosome', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription', 'cell differentiation', 'anatomical structure development', 'nervous system process']","['DNA binding', 'transcription regulator activity']",0.11586853333333333
"['plasma membrane', 'cilium', 'organelle']","['microtubule-based movement', 'reproductive process', 'cell differentiation', 'anatomical structure development', 'cell motility']",['molecular sensor activity'],0.47467893333333333
None,None,None,0.30510186666666667
"['nucleus', 'nucleoplasm', 'cytosol', 'cytoskeleton', 'organelle']","['chromatin organization', 'intracellular protein transport', 'nucleocytoplasmic transport', 'anatomical structure development']",['molecular carrier activity'],0.4047036
"['nucleus', 'nucleolus', 'Golgi apparatus', 'cytosol', 'organelle']",['cytoplasmic translation'],"['RNA binding', 'translation regulator activity']",0.18927813333333338
None,None,None,0.5131749333333332
"['extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'cytoskeleton', 'plasma membrane', 'organelle']","['immune system process', 'cytoskeleton organization', 'cell adhesion', 'vesicle-mediated transport', 'signaling', 'cell motility']","['cytoskeletal motor activity', 'cytoskeletal protein binding', 'lipid binding', 'ATP-dependent activity']",0.15597826666666667
"['cytoskeleton', 'organelle']","['cytoskeleton organization', 'nervous system process']",['cytoskeletal protein binding'],0.18603266666666668
['extracellular region'],['anatomical structure development'],None,0.0836168
['plasma membrane'],['transmembrane transport'],['transporter activity'],0.1815492
None,None,None,0.2551582666666667
"['cytosol', 'cytoskeleton', 'organelle']","['establishment or maintenance of cell polarity', 'signaling', 'cell differentiation', 'cell junction organization', 'anatomical structure development', 'nervous system process']","['cytoskeletal motor activity', 'cytoskeletal protein binding', 'molecular function regulator activity', 'ATP-dependent activity']",0.1655254
"['extracellular region', 'extracellular space', 'plasma membrane']","['signaling', 'cell differentiation', 'anatomical structure development']",None,0.019786066666666664
['plasma membrane'],None,None,0.33663780000000004
None,"['cytoskeleton organization', 'microtubule-based movement', 'reproductive process', 'cell differentiation', 'cilium organization', 'anatomical structure development', 'cell motility']",None,0.11617113333333333
['plasma membrane'],None,None,0.1491742
['plasma membrane'],None,None,0.19599266666666668
"['plasma membrane', 'organelle']",['signaling'],None,0.07149733333333332
None,None,None,0.28178606666666667
"['plasma membrane', 'cytoplasmic vesicle', 'organelle']","['immune system process', 'cell adhesion', 'defense response to other organism']",None,0.8441747999999999
None,None,None,0.37504566666666667
None,None,None,0.34529713333333334
"['lysosome', 'vacuole', 'plasma membrane', 'organelle']","['nervous system process', 'transmembrane transport']",['transporter activity'],0.043697066666666666
"['plasma membrane', 'cilium', 'organelle']",['cell junction organization'],None,0.17769633333333335
None,None,None,0.48219466666666655
"['nucleus', 'cytosol', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription']",['transcription regulator activity'],0.44186033333333335
"['nucleus', 'organelle']",['mRNA metabolic process'],['RNA binding'],0.29808379999999995
None,None,None,0.6771966666666667
None,None,None,0.2281776
['extracellular region'],None,None,0.49143739999999997
"['cytoskeleton', 'cilium', 'organelle']","['microtubule-based movement', 'reproductive process', 'cell motility']",None,0.5146682000000001
None,None,None,0.08302913333333332
"['cilium', 'organelle']",None,None,0.5134093333333333
"['nucleus', 'nucleoplasm', 'organelle']","['mitotic cell cycle', 'DNA replication', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'cytoskeleton organization', 'cell differentiation', 'cilium organization', 'anatomical structure development']",None,0.23219226666666665
None,None,None,0.19826513333333334
None,['protein modification process'],"['catalytic activity', 'transferase activity', 'catalytic activity, acting on a protein']",0.36662386666666663
"['nucleus', 'nucleoplasm', 'organelle']",None,None,0.48341173333333326
"['plasma membrane', 'cilium', 'organelle']",None,None,0.31885186666666665
"['endosome', 'cytoplasmic vesicle', 'organelle']",['protein catabolic process'],None,0.3907030666666667
None,None,None,0.2961698
None,None,None,0.7249715333333334
None,None,None,0.1289382
None,None,None,0.44902253333333336
None,None,None,0.7260520666666668
None,None,None,0.35646760000000005
None,"['cytoskeleton organization', 'cell differentiation', 'anatomical structure development']",['cytoskeletal protein binding'],0.4821588666666667
None,None,None,0.19482573333333336
"['cytoskeleton', 'cilium', 'organelle']","['cytoskeleton organization', 'microtubule-based movement', 'cilium organization', 'anatomical structure development']",None,0.37513273333333336
None,None,None,0.1933704
None,None,None,0.5090621333333333
"['nucleus', 'chromosome', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription', 'cell differentiation', 'anatomical structure development']","['DNA binding', 'transcription regulator activity']",0.2405504666666667
"['extracellular region', 'extracellular space', 'lysosome', 'vacuole', 'organelle']","['immune system process', 'programmed cell death', 'cell differentiation', 'anatomical structure development']","['DNA binding', 'catalytic activity', 'hydrolase activity', 'catalytic activity, acting on DNA']",0.4177811333333334
"['mitochondrion', 'peroxisome', 'cytosol', 'organelle']",['lipid metabolic process'],"['catalytic activity', 'transferase activity']",0.10743526666666668
"['nucleus', 'nucleoplasm', 'nucleolus', 'endoplasmic reticulum', 'organelle']","['DNA repair', 'reproductive process', 'protein catabolic process']","['catalytic activity', 'transferase activity', 'hydrolase activity', 'molecular adaptor activity', 'catalytic activity, acting on DNA', 'catalytic activity, acting on RNA']",0.3873289333333334
"['nucleus', 'nucleoplasm', 'nucleolus', 'microtubule organizing center', 'cytosol', 'cytoskeleton', 'cilium', 'organelle']","['mitotic cell cycle', 'cytoskeleton organization', 'microtubule-based movement', 'chromosome segregation', 'cell differentiation', 'anatomical structure development', 'cell motility', 'mitotic nuclear division']","['cytoskeletal motor activity', 'catalytic activity', 'cytoskeletal protein binding', 'hydrolase activity', 'ATP-dependent activity']",0.02426646666666667
"['nucleus', 'nucleoplasm', 'mitochondrion', 'endoplasmic reticulum', 'cytosol', 'plasma membrane', 'organelle']","['circulatory system process', 'renal system process', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'programmed cell death', 'digestive system process', 'signaling', 'cell differentiation', 'protein modification process', 'anatomical structure development', 'cell motility', 'nervous system process']","['catalytic activity', 'lipid binding', 'transferase activity', 'molecular function regulator activity', 'catalytic activity, acting on a protein']",0.027772066666666664
"['mitochondrion', 'organelle']","['nucleobase-containing small molecule metabolic process', 'carbohydrate derivative metabolic process']","['catalytic activity', 'transferase activity']",0.3618894
"['mitochondrion', 'endoplasmic reticulum', 'Golgi apparatus', 'plasma membrane', 'organelle']","['immune system process', 'mitochondrion organization', 'programmed cell death', 'signaling', 'cell differentiation', 'cell junction organization', 'anatomical structure development', 'nervous system process', 'membrane organization']",['molecular transducer activity'],0.09119566666666666
"['nucleus', 'nucleoplasm', 'organelle']","['nucleocytoplasmic transport', 'mRNA metabolic process']","['RNA binding', 'catalytic activity', 'hydrolase activity', 'catalytic activity, acting on RNA', 'ATP-dependent activity']",0.03083906666666666
"['cytoskeleton', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription', 'cytoskeleton organization', 'cell adhesion', 'establishment or maintenance of cell polarity', 'anatomical structure development', 'cell motility']","['cytoskeletal protein binding', 'cell adhesion mediator activity', 'transcription regulator activity']",0.11989726666666667
"['extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'mitochondrion', 'cytosol', 'organelle']","['lipid metabolic process', 'sulfur compound metabolic process', 'nucleobase-containing small molecule metabolic process', 'carbohydrate derivative metabolic process']","['catalytic activity', 'lipid binding', 'hydrolase activity']",0.17015273333333333
"['extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'chromosome', 'nucleolus', 'cytosol', 'cytoskeleton', 'plasma membrane', 'cytoplasmic vesicle', 'organelle']","['immune system process', 'chromatin organization', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'intracellular protein transport', 'cytoskeleton organization', 'signaling', 'cell junction organization', 'protein modification process', 'cell motility', 'defense response to other organism']","['cytoskeletal motor activity', 'cytoskeletal protein binding', 'ATP-dependent activity']",0.053520733333333334
